[JUMBO BAG PINK POLKADOT,DOTCOM POSTAGE] => [JUMBO BAG RED RETROSPOT], 0.7951219512195122
[JAM MAKING SET WITH JARS] => [JAM MAKING SET PRINTED], 0.3859910581222057
[JUMBO STORAGE BAG SUKI] => [JUMBO BAG RED RETROSPOT], 0.6006600660066007
[JUMBO STORAGE BAG SUKI] => [DOTCOM POSTAGE], 0.36468646864686466
[ROSES REGENCY TEACUP AND SAUCER] => [DOTCOM POSTAGE], 0.2545757071547421
[ROSES REGENCY TEACUP AND SAUCER] => [REGENCY CAKESTAND 3 TIER], 0.4908485856905158
[ROSES REGENCY TEACUP AND SAUCER] => [GREEN REGENCY TEACUP AND SAUCER], 0.7204658901830283
[JUMBO BAG RED RETROSPOT,DOTCOM POSTAGE] => [JUMBO BAG PINK POLKADOT], 0.5601374570446735
[JUMBO BAG RED RETROSPOT,DOTCOM POSTAGE] => [JUMBO STORAGE BAG SUKI], 0.5567010309278351
[SET OF 3 CAKE TINS PANTRY DESIGN] => [SET OF 6 SPICE TINS PANTRY DESIGN], 0.39705882352941174
[RED TOADSTOOL LED NIGHT LIGHT] => [DOTCOM POSTAGE], 0.42025316455696204
[ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER] => [REGENCY CAKESTAND 3 TIER], 0.5265588914549654
[HEART OF WICKER SMALL] => [DOTCOM POSTAGE], 0.23817034700315456
[GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER] => [ROSES REGENCY TEACUP AND SAUCER], 0.7781569965870307
[JUMBO SHOPPER VINTAGE RED PAISLEY] => [DOTCOM POSTAGE], 0.34673366834170855
[JAM MAKING SET PRINTED] => [JAM MAKING SET WITH JARS], 0.43456375838926176
[ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER] => [GREEN REGENCY TEACUP AND SAUCER], 0.7728813559322034
[JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT] => [DOTCOM POSTAGE], 0.3946731234866828
[GREEN REGENCY TEACUP AND SAUCER] => [DOTCOM POSTAGE], 0.3169491525423729
[GREEN REGENCY TEACUP AND SAUCER] => [REGENCY CAKESTAND 3 TIER], 0.4966101694915254
[GREEN REGENCY TEACUP AND SAUCER] => [ROSES REGENCY TEACUP AND SAUCER], 0.7338983050847457
[JUMBO  BAG BAROQUE BLACK WHITE] => [DOTCOM POSTAGE], 0.3246492985971944
[PARTY BUNTING] => [WHITE HANGING HEART T-LIGHT HOLDER], 0.2607329842931937
[PARTY BUNTING] => [REGENCY CAKESTAND 3 TIER], 0.24921465968586387
[NATURAL SLATE HEART CHALKBOARD] => [DOTCOM POSTAGE], 0.23338257016248154
[JUMBO STORAGE BAG SUKI,DOTCOM POSTAGE] => [JUMBO BAG RED RETROSPOT], 0.7330316742081447
[REGENCY CAKESTAND 3 TIER] => [GREEN REGENCY TEACUP AND SAUCER], 0.24851569126378287
[REGENCY CAKESTAND 3 TIER] => [PARTY BUNTING], 0.2018659881255301
[REGENCY CAKESTAND 3 TIER] => [ROSES REGENCY TEACUP AND SAUCER], 0.2502120441051739
[DOTCOM POSTAGE] => [JUMBO BAG RED RETROSPOT], 0.6799065420560748
[DOTCOM POSTAGE] => [GREEN REGENCY TEACUP AND SAUCER], 0.4369158878504673
[DOTCOM POSTAGE] => [JUMBO BAG PINK POLKADOT], 0.47897196261682246
[DOTCOM POSTAGE] => [NATURAL SLATE HEART CHALKBOARD], 0.3691588785046729
[DOTCOM POSTAGE] => [PICNIC BASKET WICKER SMALL], 0.46261682242990654
[DOTCOM POSTAGE] => [HEART OF WICKER SMALL], 0.352803738317757
[DOTCOM POSTAGE] => [JUMBO STORAGE BAG SUKI], 0.5163551401869159
[DOTCOM POSTAGE] => [RED TOADSTOOL LED NIGHT LIGHT], 0.3878504672897196
[DOTCOM POSTAGE] => [ROSES REGENCY TEACUP AND SAUCER], 0.3574766355140187
[DOTCOM POSTAGE] => [JUMBO BAG WOODLAND ANIMALS], 0.48364485981308414
[DOTCOM POSTAGE] => [JUMBO SHOPPER VINTAGE RED PAISLEY], 0.48364485981308414
[DOTCOM POSTAGE] => [RECYCLING BAG RETROSPOT], 0.441588785046729
[DOTCOM POSTAGE] => [JUMBO  BAG BAROQUE BLACK WHITE], 0.37850467289719625
[JUMBO BAG WOODLAND ANIMALS] => [DOTCOM POSTAGE], 0.46621621621621623
[JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT] => [DOTCOM POSTAGE], 0.44505494505494503
[JUMBO BAG PINK POLKADOT] => [JUMBO BAG RED RETROSPOT], 0.6759410801963993
[JUMBO BAG PINK POLKADOT] => [DOTCOM POSTAGE], 0.3355155482815057
[PINK REGENCY TEACUP AND SAUCER] => [REGENCY CAKESTAND 3 TIER], 0.5
[SET OF 6 SPICE TINS PANTRY DESIGN] => [SET OF 3 CAKE TINS PANTRY DESIGN], 0.47202797202797203
[PICNIC BASKET WICKER SMALL] => [DOTCOM POSTAGE], 0.4782608695652174
[JUMBO BAG RED RETROSPOT] => [DOTCOM POSTAGE], 0.28955223880597014
[JUMBO BAG RED RETROSPOT] => [JUMBO BAG PINK POLKADOT], 0.4109452736318408
[JUMBO BAG RED RETROSPOT] => [JUMBO STORAGE BAG SUKI], 0.36218905472636814
[RECYCLING BAG RETROSPOT] => [DOTCOM POSTAGE], 0.46782178217821785
[WHITE HANGING HEART T-LIGHT HOLDER] => [PARTY BUNTING], 0.2
